business_name,address,phone,region,district,town,open_date,status
왁싱the꼼꼼,"경상남도 창원시 마산회원구 내서읍 숲속로 15, 1층",,경상남도,창원시,마산회원구,,active
미채울공간,"경상남도 창원시 진해구 석동로20번길 2, 1층 일부호 (석동)",,경상남도,창원시,진해구,,active
그루브왁싱,"울산광역시 중구 성안8길 29, 1층 101호 (성안동)",,울산광역시,중구,성안8길,,active
더유스뷰티,"경기도 안양시 동안구 시민대로 175, 동안프라자빌딩 2층 211호 (비산동)",,경기도,안양시,동안구,,active
메가스킨앤바디,"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 2004호 일부호 (은행동)",,경기도,시흥시,은계호수로,,active
예솜스킨케어,"경기도 수원시 영통구 매탄로178번길 2, 1층 (매탄동)",,경기도,수원시,영통구,,active
뷰티미우,"부산광역시 부산진구 서전로38번길 62, 2층 (전포동)",,부산광역시,부산진구,서전로38번길,,active
다즐링,"경상북도 구미시 인동18길 32-4, 1층 (진평동)",,경상북도,구미시,인동18길,,active
리봄뷰티(피부),"경기도 안산시 단원구 고잔2길 65, 204호 일부 (고잔동)",,경기도,안산시,단원구,,active
윤이난다 에스테틱,"부산광역시 해운대구 삼어로 61, 116동 201호 일부호 (반여동, 우방신세계아파트)",,부산광역시,해운대구,삼어로,,active
시원헤드스파,"경상북도 구미시 백산로5길 13, 1동 2층 206호 (송정동)",,경상북도,구미시,백산로5길,,active
로드테라피,"강원특별자치도 강릉시 강릉대로 340, 1층 (포남동)",,강원특별자치도,강릉시,강릉대로,,active
히에르(Heere),"부산광역시 부산진구 전포대로255번길 37, 전포상가 다동 1층 111호 (전포동)",,부산광역시,부산진구,전포대로255번길,,active
스완에스테틱,"경기도 수원시 팔달구 아주로27번길 21, 1층 (우만동)",,경기도,수원시,팔달구,,active
라라 에스테틱,"경기도 남양주시 다산중앙로123번길 21-3, 다산역리더스타워 802호 (다산동)",,경기도,남양주시,다산중앙로123번길,,active
스마일#,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 지1층 B114호 (망월동)",,경기도,하남시,미사강변동로,,active
우쥬왁싱,"경상남도 김해시 율하3로 53, 2층 204호 (율하동)",,경상남도,김해시,율하3로,,active
스파 더 잠실,"서울특별시 송파구 오금로11길 11-8, 현대드림밸리 405호 (방이동)",,서울특별시,송파구,오금로11길,,active
써니스킨,"강원특별자치도 춘천시 우두1길 43, 1층 우측호 (우두동)",,강원특별자치도,춘천시,우두1길,,active
예삐(yeppi),"대전광역시 서구 유등로431번길 43, 1층 일부호 (가장동)",,대전광역시,서구,유등로431번길,,active
발레나뷰티,"대구광역시 서구 통학로 19, 1층 (내당동)",,대구광역시,서구,통학로,,active
릴렉스,"경기도 평택시 밀월로21번길 60, 1동 1층 (신장동)",,경기도,평택시,밀월로21번길,,active
슈가덕 스튜디오,"경기도 수원시 영통구 광교호수공원로 277, B2층 37호 (원천동, 광교중흥에스클래스)",,경기도,수원시,영통구,,active
fill the Beauty(필더뷰티),"인천광역시 연수구 하모니로 144, 판매시설동 B222호 (송도동, 송도 지웰 푸르지오시티)",,인천광역시,연수구,하모니로,,active
에스테틱바이화온,"대전광역시 중구 계백로 1600, 3층 301호 (유천동)",,대전광역시,중구,계백로,,active
스킨바디메이븐,"대구광역시 수성구 청수로26길 36, 한성스퀘어 2층 202A호 (두산동)",,대구광역시,수성구,청수로26길,,active
가영뷰티,"경기도 의정부시 청사로5번길 8-17, 센타프라자 2층 203호 (신곡동)",,경기도,의정부시,청사로5번길,,active
고유 에스테틱,"경기도 양주시 회천중앙로 240, 센트럴본타워 202호 일부 (덕계동)",,경기도,양주시,회천중앙로,,active
한달왁싱,"대전광역시 유성구 계룡로 84, 지상3층 309(일부)호 (봉명동)",,대전광역시,유성구,계룡로,,active
모이빈부티크(Moi:Been),"인천광역시 부평구 장제로 45, 부평 현대 더로프트 1층 169-1호 (부평동)",,인천광역시,부평구,장제로,,active
은 스킨&바디,"경기도 수원시 권선구 권광로123번길 46, 505호 (권선동)",,경기도,수원시,권선구,,active
잘그리는언니,"충청남도 당진시 신평면 덕평로 1412, 1층",,충청남도,당진시,신평면,,active
인투더래빗홀,"부산광역시 동래구 온천천로 177, 4층 (명륜동)",,부산광역시,동래구,온천천로,,active
샤론뷰티에스테틱 영등포점,"서울특별시 영등포구 국회대로50길 20, 상가동 2층 217호 (영등포동7가, 포레나 영등포 센트럴)",,서울특별시,영등포구,국회대로50길,,active
그라시아 에스테틱,"서울특별시 강서구 공항대로41길 65, 그랜드종합상가 203호 (등촌동)",,서울특별시,강서구,공항대로41길,,active
더 제이 테라피,"경기도 화성시 효행로 1065, 나라프라자 204호 (진안동)",,경기도,화성시,효행로,,active
디어유뷰티,"경기도 고양시 덕양구 충장로 8, 행신 로터스 플레이스 305호 (행신동)",,경기도,고양시,덕양구,,active
제이제이에스테 홍대점(JJ esthe),"서울특별시 마포구 월드컵북로 82, 5층 (성산동)",,서울특별시,마포구,월드컵북로,,active
지영뷰티,"울산광역시 중구 시계탑거리 8, 2층 (성남동)",,울산광역시,중구,시계탑거리,,active
왁싱 바이빈,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 3층 308(일부)호 (마곡동)",,서울특별시,강서구,마곡중앙로,,active
바닐라뷰티 왁싱&태닝,"서울특별시 영등포구 영신로 238, 미소로 2층 206호 (영등포동8가)",,서울특별시,영등포구,영신로,,active
뷰티오로라엘,"경기도 양평군 양평읍 백운길 14, 101호",,경기도,양평군,양평읍,,active
잘그리는언니,"인천광역시 계양구 계산새로87번길 16, 계양신명스카이홈 2층 201호 일부호 (용종동)",,인천광역시,계양구,계산새로87번길,,active
바디클래스101,"경상남도 창원시 성산구 용지로 81, 2층 (중앙동)",,경상남도,창원시,성산구,,active
아이엘르 뷰티,"경상남도 창원시 마산회원구 양덕남2길 24, 102호 (양덕동)",,경상남도,창원시,마산회원구,,active
뷰티호텔(산정점),"전라남도 목포시 고하대로 707-1, 대송에이스빌 상가동 101호 (산정동)",,전라남도,목포시,고하대로,,active
이주안힐링샵,"대구광역시 수성구 신매로6길 2-3, 1층 (신매동)",,대구광역시,수성구,신매로6길,,active
보벨르뷰티,"경기도 평택시 안중읍 송담2로 87, 1층",,경기도,평택시,안중읍,,active
캐리왁싱 (Carrie-waxing),"경기도 고양시 일산서구 중앙로 1388, 강선마을 복합상가 서관동 409(일부)호 (주엽동)",,경기도,고양시,일산서구,,active
벨라 페이스 샵,"경기도 군포시 송부로34번길 19, 1층 102호 (도마교동)",,경기도,군포시,송부로34번길,,active
브로우타임 성남 위례점,"경기도 성남시 수정구 위례서일로 34, 위례성희프라자 B03호 (창곡동)",,경기도,성남시,수정구,,active
일루왁싱,"경상남도 창원시 성산구 중앙대로 111, 평화상가오피스텔 1층 120호,121호 일부호 (중앙동)",,경상남도,창원시,성산구,,active
문샵 강남삼성점,"서울특별시 강남구 선릉로112길 23, 2층 201호 (삼성동)",,서울특별시,강남구,선릉로112길,,active
오뷰티,"경기도 시흥시 정왕대로233번안길 3-10, 1층 일부호 (정왕동)",,경기도,시흥시,정왕대로233번안길,,active
더 테라피,"서울특별시 동대문구 휘경로 16, 3층 (이문동)",,서울특별시,동대문구,휘경로,,active
루원드,"인천광역시 서구 봉오재3로 116, SD프라자 2층 210호 (가정동)",,인천광역시,서구,봉오재3로,,active
패키지룸,"경기도 광주시 태성로 130-1, 한양프라자 2층 204호 (태전동)",,경기도,광주시,태성로,,active
미드로우 뷰티(midrow beauty),"경기도 의정부시 민락로 392, 2층 203(일부)호 (낙양동)",,경기도,의정부시,민락로,,active
브로우영,"경기도 의정부시 신흥로239번길 20, 럭스타워 2층 204호 (의정부동)",,경기도,의정부시,신흥로239번길,,active
루시엘라,"서울특별시 영등포구 도영로7길 15-1, 쌍용플래티넘시티2단지 상가 B동 104호 (도림동)",,서울특별시,영등포구,도영로7길,,active
눈부실꽃,"서울특별시 강남구 강남대로152길 64, 3층 304호 (신사동)",,서울특별시,강남구,강남대로152길,,active
델리카도,"경상북도 구미시 개화길 50, 1층 102호 (도량동)",,경상북도,구미시,개화길,,active
뷰티블룸,"경상남도 진주시 도동로263번길 5-2, 1층 일부 (하대동)",,경상남도,진주시,도동로263번길,,active
all about(올어바웃),"부산광역시 북구 시랑로 62, 1층 (구포동)",,부산광역시,북구,시랑로,,active
스킨바 히얼미,"전라남도 여수시 신기남3길 28-13, 1층 (신기동)",,전라남도,여수시,신기남3길,,active
수아로마,"경기도 안산시 단원구 고잔2길 71, 안산프라자 305호 (고잔동)",,경기도,안산시,단원구,,active
데이즈왁싱,"경기도 양주시 옥정동로5라길 15, 1층 일부 (옥정동)",,경기도,양주시,옥정동로5라길,,active
에스와이 에스테틱(SY 에스테틱),"서울특별시 양천구 남부순환로58길 25, 1층 (신월동)",,서울특별시,양천구,남부순환로58길,,active
주에스테틱,"경상북도 구미시 옥계2공단로 355, 2층 (옥계동)",,경상북도,구미시,옥계2공단로,,active
Beautiful me(뷰티풀미),"경기도 용인시 수지구 성복2로 51, YK타운 에이동 A동 129호 (성복동)",,경기도,용인시,수지구,,active
스킨 바디,"경기도 수원시 영통구 매여울로10번길 14-11, 1층 101호 (매탄동)",,경기도,수원시,영통구,,active
신피부관리실,"대구광역시 수성구 범어천로 23-3, 2층 (황금동)",,대구광역시,수성구,범어천로,,active
가율산후조리원(산모케어실),"서울특별시 강동구 천호대로 1128, 웰빙메디컬빌딩 6층 (성내동)",,서울특별시,강동구,천호대로,,active
벨라뷰,"경기도 광명시 소하로 86, 제일프라자 201호 일부호 (소하동)",,경기도,광명시,소하로,,active
벨라인에스테틱,"서울특별시 광진구 능동로 68, 2층 202호 (자양동, 이튼타워리버1차)",,서울특별시,광진구,능동로,,active
안나에스테틱,"경상북도 영주시 대학로 178, 파티하우스 (가흥동)",,경상북도,영주시,대학로,,active
쁘띠팰리스 사당점,"서울특별시 서초구 방배천로 8, 3층 303호 (방배동)",,서울특별시,서초구,방배천로,,active
미샵,"경기도 성남시 중원구 자혜로8번길 46-1, 2층 201호 (금광동)",,경기도,성남시,중원구,,active
동안피부,"전라남도 순천시 삼산로 92-49, 2층 201호 (용당동)",,전라남도,순천시,삼산로,,active
"오늘,동안","경기도 수원시 권선구 금곡로118번길 24, 리치빌딩 209-1호 (금곡동)",,경기도,수원시,권선구,,active
필-굿스킨&바디,"경기도 구리시 건원대로 42, 삼원골드프라자 202호 (인창동)",,경기도,구리시,건원대로,,active
유라퓨어 에스테틱,"서울특별시 동작구 여의대방로22길 121, 상가동 2413호 (신대방동, 보라매자이 더 포레스트)",,서울특별시,동작구,여의대방로22길,,active
재이유,"경기도 고양시 일산동구 중앙로1275번길 60-17, 트루엘 파크스테이 221호 (장항동)",,경기도,고양시,일산동구,,active
라포유테라피,"서울특별시 동작구 장승배기로 108, 청화병원 10층 (노량진동)",,서울특별시,동작구,장승배기로,,active
클레오바디앤스칼프,"대구광역시 수성구 용학로 146, 3층 (두산동)",,대구광역시,수성구,용학로,,active
문샵 옥수점,"서울특별시 성동구 매봉길 10-1, 화성빌딩 2층 (옥수동)",,서울특별시,성동구,매봉길,,active
중국 바디 풋샵,"대전광역시 유성구 전민로58번길 37, 지상2층 (전민동)",,대전광역시,유성구,전민로58번길,,active
수 더 채움 테라피,"경기도 수원시 권선구 서부로1596번길 10, 7층 일부호 (고색동)",,경기도,수원시,권선구,,active
스무살에머물다 합정점,"경기도 평택시 평택5로34번길 89, 1층 (합정동)",,경기도,평택시,평택5로34번길,,active
miin CARE(미인케어),"서울특별시 노원구 중계로16나길 4, 101-1호 (중계동, 영신아트빌)",,서울특별시,노원구,중계로16나길,,active
벨레다플래그십서울,"서울특별시 용산구 한남대로20길 21-18, 5층 (한남동)",,서울특별시,용산구,한남대로20길,,active
지친 몸 토닥이다,"서울특별시 광진구 면목로 25, 비아트리체빌딩 2층 (군자동)",,서울특별시,광진구,면목로,,active
므네스킨케어,"경기도 용인시 처인구 경안천로36번길 20, 1층 (마평동)",,경기도,용인시,처인구,,active
뷰티선,"경기도 파주시 경의로1240번길 14-5, 송림로데오프라자 707호 (와동동)",,경기도,파주시,경의로1240번길,,active
